,종가,소비자심리지수_Pt,산업생산지수_pt,제조업평균가동률,소비자기대지수,수출입물가비율,국제원자재가격지수,장단기금리차,CP유통수익률,수출입물가비율.1,저축성예금_십억원,예금은행예금_십억원,콜금리,회사채_무보증3년AA,CP91일,국고10년,선물_금현물,비트코인_종가,코스피지수_종가,코스피_전기전자_종가,채권거래량_백만원,국내총생산,총저축율,국내총투자율,GDP디플레이터,X1인당국민총소득,활동성_총자산회전율,활동성_총부채회전율,활동성_총자본회전율,수익성_ROA,수익성_ROE,수익성_매출총이익률,수익성_영업이익률,수익성_EBITDA마진율,수익성_세전계속사업이익률,성장성_매출액증가율,성장성_영업이익증가율,성장성_EPS증가율,성장성_EBITDA증가율,안전성_부채비율,안전성_유보율,안전성_타인자본비율,안전성_자기자본비율,안전성_차입금의존도,선물_천연가스,선물_WTI,선물_BRENT,선물_DUBAI,선물_가스오일,선물_금,선물_은,선물_알루미늄,선물_동,선물_미국달러지수,미국_SP500_종가,미국_Nasdaq_종가,미국_Dow30_종가,미국_NYSE_종가,미국_Philadelphia_종가,일본_Nikkei225_종가,영국_FTSE100_종가,홍콩_HangSeng_종가,중국_Shanghai_종가,경제성장률_미국,경제성장률_일본,경제성장률_중국,경제성장률_영국,FOMC_정책금리,일본_금리,중국_금리,유로_금리,미국_환율,일본_환율,홍콩_환율,중국_환율,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),미세먼지농도(㎍/㎥)
751,0.14698162729658804,0.8502673796791438,-0.8425196850393704,-1.0,0.7989949748743737,0.2549019607843164,-0.9695817490494303,0.9166666666666667,-0.5,0.2549019607843164,0.766090895730132,0.853952693012328,-0.22352941176470553,0.7180685358255454,-0.2682926829268295,0.7776252573781739,0.09536784741144544,0.13574600894587574,0.7498698594482036,0.5557080353250776,-0.9999999999999999,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.777777777777775,0.024203821656050728,0.22052205220522048,1.0,0.9999999999999996,1.0,1.0,0.9999999999999999,0.34642536259786927,0.5239314051702073,0.3535353535353538,0.749539594843462,1.0,1.0,-0.7062937062937067,1.0,0.3836752509821033,0.6198131653269612,0.5851309707241912,0.5954268854877371,0.6061269146608312,0.7835084368035661,-0.06714285714285761,0.40103270223752174,0.8293313631326193,-0.7719001555841167,0.9235478400827759,0.8594256387792973,0.9265990235959745,0.9276557690888483,0.8567980873330927,0.9328792766783724,0.876212212557058,0.8974407025765543,-0.32632065288824963,0.29807692307692335,0.7327935222672066,-0.6000000000000014,-0.8053097345132743,0.6913580246913578,-1.0,-1.0,-1.0,-0.8941625750136382,-0.42327639357342317,-0.8556535685645557,-0.6406663379780468,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
752,0.15354330708661412,0.8502673796791438,-0.8425196850393704,-1.0,0.7989949748743737,0.2549019607843164,-0.9695817490494303,0.9166666666666667,-0.5,0.2549019607843164,0.766090895730132,0.853952693012328,-0.22352941176470553,0.7087227414330215,-0.2682926829268295,0.7803706245710362,0.11716621253406068,0.12909205168962967,0.8396668401874026,0.6028511923021034,-0.9999999999999999,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.777777777777775,0.024203821656050728,0.22052205220522048,1.0,0.9999999999999996,1.0,1.0,0.9999999999999999,0.34642536259786927,0.5239314051702073,0.3535353535353538,0.749539594843462,1.0,1.0,-0.7062937062937067,1.0,0.5757311217808811,0.6623940908103414,0.6209553158705696,0.6101788677853581,0.6214442013129102,0.8140719516077679,-0.08885714285714208,0.3648881239242687,0.6992981159955671,-0.8092403436379616,0.9353509805612248,0.8903605222111399,0.9259071987207639,0.9292793359871849,0.8803680981595088,0.9999999999999991,0.8903281371113598,0.9698784053971328,-0.29036241033341437,0.29807692307692335,0.7327935222672066,-0.6000000000000014,-0.8053097345132743,0.6913580246913578,-1.0,-1.0,-1.0,-0.8767048554282582,-0.4314728176114313,-0.8420208500400967,-0.6249824045714192,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
753,0.15354330708661412,0.8502673796791438,-0.8425196850393704,-1.0,0.7989949748743737,0.2549019607843164,-0.9695817490494303,0.9166666666666667,-0.5,0.2549019607843164,0.766090895730132,0.853952693012328,-0.22352941176470553,0.7180685358255454,-0.2682926829268295,0.7666437886067259,0.14441416893733106,0.18095067094068984,0.843310775637689,0.6145562569624952,-0.9999999999999999,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.777777777777775,0.024203821656050728,0.22052205220522048,1.0,0.9999999999999996,1.0,1.0,0.9999999999999999,0.34642536259786927,0.5239314051702073,0.3535353535353538,0.749539594843462,1.0,1.0,-0.7062937062937067,1.0,0.6324749017896112,0.7119270041277428,0.6429121725731894,0.6238244514106581,0.6334792122538291,0.9426934097421205,0.07400000000000073,0.3648881239242687,0.875138529737717,-0.9315429885679478,0.9323043907299366,0.8635869903010325,0.933447907321022,0.9438436861046107,0.8077859978347166,0.9600158305649824,0.8141934372577735,0.9736520310033208,-0.28003058920057855,0.29807692307692335,0.7327935222672066,-0.6000000000000014,-0.8053097345132743,0.6913580246913578,-1.0,-1.0,-1.0,-0.8679759956355682,-0.38338229427338266,-0.8340016038492379,-0.6150250161877953,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
754,0.19291338582677153,0.8502673796791438,-0.8425196850393704,-1.0,0.7989949748743737,0.2549019607843164,-0.9695817490494303,0.9166666666666667,-0.5,0.2549019607843164,0.766090895730132,0.853952693012328,-0.22352941176470553,0.7445482866043616,-0.2682926829268295,0.7899794097460537,0.20617620345140786,0.17038883402601357,0.9062988027069236,0.6747606516088411,-0.9999999999999999,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.777777777777775,0.024203821656050728,0.22052205220522048,1.0,0.9999999999999996,1.0,1.0,0.9999999999999999,0.34642536259786927,0.5239314051702073,0.3535353535353538,0.749539594843462,1.0,1.0,-0.7062937062937067,1.0,0.5783500654735922,0.7075820117314797,0.6386748844375965,0.6651300018439978,0.6630196936542667,0.984081502706144,0.10999999999999943,0.4001721170395869,0.8611008496490578,-0.9023202326997222,0.9355809118692466,0.8612784169105958,0.9591257451036057,0.9460142300863437,0.7557740887766147,0.900860541662623,0.790431487382655,0.9326342441356448,-0.2889205756186546,0.29807692307692335,0.7327935222672066,-0.6000000000000014,-0.8053097345132743,0.6913580246913578,-1.0,-1.0,-1.0,-0.8581560283687946,-0.3081637834113078,-0.823576583801124,-0.5390560765406587,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
755,0.2782152230971129,0.8502673796791438,-0.8425196850393704,-1.0,0.7989949748743737,0.2549019607843164,-0.9695817490494303,0.9166666666666667,-0.5,0.2549019607843164,0.766090895730132,0.853952693012328,-0.22352941176470553,0.7585669781931461,-0.2682926829268295,0.8146877144818117,0.18437783832879262,0.16109441754109866,0.9390942217595013,0.695329275577584,-0.9999999999999999,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.777777777777775,0.024203821656050728,0.22052205220522048,1.0,0.9999999999999996,1.0,1.0,0.9999999999999999,0.34642536259786927,0.5239314051702073,0.3535353535353538,0.749539594843462,1.0,1.0,-0.7062937062937067,1.0,0.6289829768659971,0.7349554638279385,0.6355932203389831,0.643739627512447,0.6684901531728662,0.9153135943966868,0.06171428571428628,0.40103270223752174,0.836719615810861,-0.9477778529391863,1.0000000000000009,0.9172820395949937,1.0,0.9999999999999991,0.8542268134247561,0.8926596112353398,0.833235724743778,0.9999999999999996,-0.2810980248457593,0.29807692307692335,0.7327935222672066,-0.6000000000000014,-0.8053097345132743,0.6913580246913578,-1.0,-1.0,-1.0,-0.9552645935624646,-0.3952779893373952,-0.9141940657578189,-0.5520142524776173,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
756,0.22572178477690286,0.8502673796791438,-0.8425196850393704,-1.0,0.7989949748743737,0.2549019607843164,-0.9695817490494303,0.9166666666666667,-0.5,0.2549019607843164,0.766090895730132,0.853952693012328,-0.22352941176470553,0.8411214953271031,-0.2682926829268295,0.903912148249828,0.1698455949137152,0.17429671368444377,1.0,0.7181420429777687,-0.9999999999999999,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.777777777777775,0.024203821656050728,0.22052205220522048,1.0,0.9999999999999996,1.0,1.0,0.9999999999999999,0.34642536259786927,0.5239314051702073,0.3535353535353538,0.749539594843462,1.0,1.0,-0.7062937062937067,1.0,0.7389786119598427,0.7097545079296115,0.601694915254237,0.6492716208740545,0.62363238512035,0.8401782871696897,-0.02800000000000047,0.42426850258175586,0.8300701884004433,-0.9153081241967111,0.9629427375238322,0.8940424007979373,0.9676485164554842,0.9512191945545387,0.8477986286539156,0.8921057595127841,0.8383946257858925,0.9747575590480051,-0.30908236381233856,0.29807692307692335,0.7327935222672066,-0.6000000000000014,-0.8053097345132743,0.6913580246913578,-1.0,-1.0,-1.0,-0.9214402618657935,-0.31280600587531193,-0.8837209302325579,-0.5096083672669458,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
757,0.21916010498687677,0.8502673796791438,-0.8425196850393704,-1.0,0.7989949748743737,0.2549019607843164,-0.9695817490494303,0.9166666666666667,-0.5,0.2549019607843164,0.766090895730132,0.853952693012328,-0.22352941176470553,0.8769470404984423,-0.2682926829268295,0.958819492107069,0.14441416893733106,0.04860029256288234,0.9206142634044765,0.6392902694586606,-0.9999999999999999,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.777777777777775,0.024203821656050728,0.22052205220522048,1.0,0.9999999999999996,1.0,1.0,0.9999999999999999,0.34642536259786927,0.5239314051702073,0.3535353535353538,0.749539594843462,1.0,1.0,-0.7062937062937067,1.0,0.3583587952859011,0.6636975885292205,0.5847457627118642,0.6061220726535126,0.5940919037199124,0.8121617319325063,-0.043714285714285595,0.3855421686746987,0.8285925378647945,-0.9331664750050734,0.9033522068615341,0.8561403612621379,0.9014615028663275,0.8864762086674158,0.784689642728257,0.8185416037496189,0.766436999397123,0.9262761096737742,-0.33695517965180866,0.29807692307692335,0.7327935222672066,-0.6000000000000014,-0.8053097345132743,0.6913580246913578,-1.0,-1.0,-1.0,-0.9214402618657935,-0.3301418053893297,-0.8821170809943855,-0.5428076023801314,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
758,0.3307086614173229,0.7754010695187166,-0.7165354330708666,-0.9047619047619051,0.8492462311557798,0.039215686274509665,-0.9695817490494303,0.875,-0.25,0.039215686274509665,0.7506581165547139,0.7792484450675552,-0.1058823529411761,0.8395638629283484,-0.2682926829268295,0.9382292381606034,0.1698455949137152,0.06072528134093069,0.9174908901613748,0.6428905858990297,-0.8365717050060062,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.777777777777775,0.024203821656050728,0.22052205220522048,1.0,0.9999999999999996,1.0,1.0,0.9999999999999999,0.34642536259786927,0.5239314051702073,0.3535353535353538,0.749539594843462,1.0,1.0,-0.7062937062937067,1.0,0.18376254910519396,0.6736910710406261,0.5797380585516176,0.5836252996496398,0.5940919037199124,0.8350843680356563,0.010857142857143565,0.3717728055077454,0.8389360916143329,-0.9392545491442874,0.9059964169037844,0.8614678383169907,0.9146956198723499,0.8831986872549988,0.8096355106459763,0.7763093196454909,0.7195590388424771,0.9640231513751005,-0.34267472288494405,0.29807692307692335,0.7327935222672066,-0.6000000000000014,-0.8053097345132743,0.6913580246913578,-1.0,-1.0,-1.0,-0.8483360611020174,-0.2753055525332755,-0.8179631114675239,-0.44043721842802874,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
759,0.4553805774278217,0.7754010695187166,-0.7165354330708666,-0.9047619047619051,0.8492462311557798,0.039215686274509665,-0.9695817490494303,0.875,-0.25,0.039215686274509665,0.7506581165547139,0.7792484450675552,-0.19999999999999973,0.8084112149532707,-0.2682926829268295,0.9203843514070011,0.18256130790190817,-0.05023315254989147,0.9226965122332125,0.6384184439529212,-0.8365717050060062,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.777777777777775,0.024203821656050728,0.22052205220522048,1.0,0.9999999999999996,1.0,1.0,0.9999999999999999,0.34642536259786927,0.5239314051702073,0.3535353535353538,0.749539594843462,1.0,1.0,-0.7062937062937067,1.0,0.06241815800960282,0.720182489680643,0.6090138674884438,0.596533284160059,0.6170678336980306,0.8688315822986299,-0.013714285714286234,0.3614457831325302,0.8581455485777609,-1.0,0.9024899644564526,0.8463022869675112,0.9215079956884162,0.8892805514918143,0.7951326236015879,0.8608741917090139,0.6823873912669027,0.9309678628390228,-0.3696394218322454,0.29807692307692335,0.7327935222672066,-0.6000000000000014,-0.8053097345132743,0.6913580246913578,-1.0,-1.0,-1.0,-0.8537915984724478,-0.30678562361730677,-0.8259823576583809,-0.37781409554444245,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
760,0.3175853018372703,0.7754010695187166,-0.7165354330708666,-0.9047619047619051,0.8492462311557798,0.039215686274509665,-0.9695817490494303,0.875,-0.25,0.039215686274509665,0.7506581165547139,0.7792484450675552,-0.2941176470588234,0.8037383177570092,-0.2682926829268295,0.9203843514070011,0.253405994550409,-0.08612121820226981,0.8105153565851122,0.5236765204475371,-0.8365717050060062,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-0.777777777777775,0.024203821656050728,0.22052205220522048,1.0,0.9999999999999996,1.0,1.0,0.9999999999999999,0.34642536259786927,0.5239314051702073,0.3535353535353538,0.749539594843462,1.0,1.0,-0.7062937062937067,1.0,0.053688345700567464,0.7049750162937221,0.5570107858243447,0.6297252443297063,0.5842450765864329,0.8013371537726828,-0.13999999999999968,0.3803786574870913,0.8278537125969705,-0.9281607251572748,0.7878117245806155,0.7605239869654397,0.7999822936641436,0.7605152003195039,0.7114760014435224,0.8147387793238856,0.6419429851003366,0.9255332487559431,-0.35761085597983033,0.29807692307692335,0.7327935222672066,-0.6000000000000014,-0.8053097345132743,0.6913580246913578,-1.0,-1.0,-1.0,-0.8527004909983624,-0.32172777717332135,-0.8203688853247808,-0.397451676636809,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
