117100,118500,1699.38,114000,114000,1549.25,2716,6.15,2105.36,10.5,1.64,2.45,43.1,1524,3.798,7376.12,5.1,88.02,910.7,363.5,2139.03,6930.4,1337.5,11930.66,5.6,-12.5,1749,9.9,109.45,12.815,210.02,42.33,41.4,223.57,377.92,958,1.1331,41252209,4.91,1092.2,118500,121000
119400,123000,1730.17,118000,123000,1519.59,4995,6.08,2050.39,7.5,1.78,2.45,41.46,1601,3.995,7198.25,4.9,87.91,924,363.5,2133.88,7170.06,1337,12001.53,5.4,-11.3,1315,8.3,109.45,12.958,217.37,47.03,45.09,216.36,385.69,1310,1.2264,41252209,4.84,1127.51,121000,126500
121600,126500,1728.96,119500,119500,1522.49,11187,6.16,2072.32,3.7,1.82,2.43,44.03,1440,3.932,7569.28,6.8,87.4,930.1,390,2128.85,7223.98,1366,12525.8,5.8,-8.7,1802,9,109.45,13.23,220.11,46.25,44.93,217.49,386.59,1758,1.1972,41252209,4.88,1128.39,126500,126000
122900,127000,1737.81,123000,126000,1510.57,2520,6.12,2063.5,5,1.82,2.43,42.07,1423,3.85,7704.15,3.8,86.89,922,381.25,2153.29,7216.97,1345.5,12976.71,4.8,-2.1,1410,12.1,109.45,12.905,212.16,47.35,43.98,216.78,389.27,1730,1.213,41252209,4.95,1126.03,126000,122500
124600,125500,1725.15,122500,124000,1484.12,1887,6.01,2050.68,1.8,1.94,2.43,43.77,1429,3.812,7949.13,6,87.51,916.8,399.75,2218.33,7395.7,1370,12878.09,5.9,4.4,1650,9.4,109.45,12.685,220.91,49.16,48.24,213.22,387.77,1642,1.2747,41252209,4.85,1125.46,122500,127000
125800,127000,1754.22,122500,122500,1434.34,2789,6.04,1991.03,8.8,1.87,2.43,46.04,1407,3.684,7972.17,7,85.72,889.1,402,2223.72,7486.58,1376,13117.17,6.6,2.8,1509,12.2,109.45,11.95,228.52,48.14,47.66,207.23,394.66,1452,1.264,41252209,4.87,1163.88,127000,127000
126500,128500,1750.4,125500,127000,1470.24,1985,5.91,2023.46,0,1.79,2.43,46.62,1458,4.174,7945.96,9.6,83.82,958.8,427.75,2265.76,7400.8,1436,13130.92,7.8,11.1,103,15.6,109.45,13.5,226.61,51.61,50.67,207.1,398.6,2400,1.3563,41252209,4.73,1169.95,127000,130000
127300,130000,1770.06,124000,128000,1470.67,2821,5.92,2016.7,0,1.81,2.43,48.62,2400,4.227,7945.96,10.9,84.09,956.2,435.75,2281.09,7278.38,1470,12833.51,8.6,11.1,1307,9,109.45,13.827,218.71,52.07,51.22,203.88,393.94,1258,1.3834,41252209,4.77,1161.81,130000,130000
128500,132000,1781.33,128000,128000,1460.88,2521,5.94,2025.91,4.2,1.74,2.43,49.61,1611,4.294,8215.53,11.7,84.07,952.5,467.5,2325.48,7775.86,1440,13447.42,10.4,4.3,1500,12,109.45,13.862,234.45,53.8,53.47,204.97,400.71,1451,1.4707,41252209,4.94,1170.94,130000,128500
128900,132500,1818.1,128500,131500,1438.59,1571,6.02,2034.48,10.6,1.63,2.43,50.22,1511,4.347,8488.3,9.1,84.3,923.8,468.25,2338.42,7659.97,1408,13910.34,9.6,-8.4,1641,10.5,109.45,13.344,228.81,53.98,53.5,204.35,409.23,1651,1.4996,41252209,5.01,1199.5,128500,129000
128700,129500,1860.47,126000,129500,1408.37,2953,6.02,2032.52,3.1,1.56,2.43,50.16,1012,4.329,8479.99,7.1,84.29,935.8,465.75,2291.55,7749.81,1401,13622.11,9,-10.5,1513,8.7,109.45,13.424,231.49,52.77,51.75,202.38,412.39,1511,1.4647,41252209,5,1221.7,129000,126000
128600,130500,1857.04,126000,130000,1419.43,2728,6.07,2015.99,7.9,1.89,2.43,50.42,1709,3.947,8636.33,5.9,84.33,940,463.25,2361.7,7924.56,1452,14108.98,7.9,-7.4,1406,14.5,109.45,13.607,245.17,54.34,53.46,202.74,419.29,1439,1.4813,41252209,5.08,1229.02,126000,129500
127900,130000,1873.2,124500,126000,1360.5,2660,6.07,1943.8,4.4,1.76,2.43,50.87,1501,3.737,8626.97,6.3,85.44,923.2,455.25,2374.44,7776.18,1420.5,14119.5,7.6,-3.1,1510,14.5,109.45,13.253,240.07,52.38,51.98,196.67,427.27,1625,1.4328,41252209,5.06,1243.8,129500,126500
127600,130000,1865.53,125000,129000,1354.71,4484,6.15,1898.6,11.1,1.76,2.43,48.31,1516,3.739,8236.08,6.9,86.27,915.5,439.76,2358.04,7522.02,1391,13456.33,7.6,-7.5,2035,9.9,109.45,13.023,229.45,48.41,47.99,194.53,421.24,2225,1.3426,41252209,5.15,1237.51,126500,127000
127200,127000,1802.22,124500,127000,1414.8,2079,6.13,1963.74,6.5,1.73,2.43,46.8,1501,3.776,8109.53,7.9,85.93,922.6,426.7,2373.21,7608.92,1405,13576.02,8.4,-4.4,1404,8.6,111.25,12.975,230.91,49.66,49.23,201.45,412.01,1403,1.3438,52287013,5.17,1197.46,127000,127000
126800,127500,1814.9,125000,127000,1412.61,3139,6.02,2005.58,7.1,1.72,2.43,47.01,1457,3.695,8351.91,8.3,86.09,926.1,418.84,2408.02,7761.6,1378,13519.54,8.2,-4.2,1643,12.2,111.25,12.965,233.87,48.39,47.93,204.61,421.44,1637,1.3458,52287013,5.08,1206.26,127000,124000
